Baby Mine,Dumbo,https://www.listchallenges.com/f/items/55815c93-3dfa-4789-a69c-973012ca2475.jpg
The Clown Song,Dumbo,https://www.listchallenges.com/f/items/155b8d8c-78f9-4477-905a-2502af3babb7.jpg
Pink Elephants on Parade,Dumbo,https://www.listchallenges.com/f/items/25824097-20f9-4105-a345-20ee636099cf.jpg
When I See an Elephant Fly,Dumbo,https://www.listchallenges.com/f/items/6ad0fc7d-b67c-4388-9a32-5d72e7097c14.jpg
Love Is a Song,Bambi,https://www.listchallenges.com/f/items/3ad9140a-c925-4714-8cc7-e64290e42786.jpg
Little April Shower,Bambi,https://www.listchallenges.com/f/items/ce7051b7-dc58-4909-a194-e97ba70eeb84.jpg
Let's Sing a Gay Little Spring Song,Bambi,https://www.listchallenges.com/f/items/bde03ac2-f061-49f4-915f-539bb36c9245.jpg
Looking for Romance (I Bring You a Song),Bambi,https://www.listchallenges.com/f/items/bce8dd8a-ab3e-43ad-b5c0-5265f2adff78.jpg 
A Dream Is a Wish Your Heart Makes,Cinderella,https://www.listchallenges.com/f/items/6385f1f8-b810-448f-bbb3-f91de2eb36cc.jpg
"Sing, Sweet Nightingale",Cinderella,https://www.listchallenges.com/f/items/95932135-bc8c-4778-bb49-c0d3a84b20d5.jpg
The Work Song,Cinderella,https://www.listchallenges.com/f/items/2fe435ea-d291-456f-91be-dd6fe71b2a6e.jpg
Bibbidi-Bobbidi-Boo,Cinderella,https://www.listchallenges.com/f/items/5778ac83-904e-4b93-8b88-75187e865b7a.jpg
Alice in Wonderland,Alice in Wonderland,https://www.listchallenges.com/f/items/c1715be5-c739-48b1-9c5e-88dce5df5919.jpg
In a World of My Own,Alice in Wonderland,https://www.listchallenges.com/f/items/44c32544-c55b-4f84-9922-fd8139e4fbfb.jpg
I'm Late,Alice in Wonderland,https://www.listchallenges.com/f/items/8c57a283-aa45-459e-a2fd-014919f9f4f8.jpg
The Caucus Race,Alice in Wonderland,https://www.listchallenges.com/f/items/c9c5eb4f-93c6-42f4-9d53-324aa3af91c5.jpg
How D'ye Do and Shake Hands,Alice in Wonderland,https://www.listchallenges.com/f/items/52b5cdaf-afec-447c-8527-b059c7046aef.jpg
The Walrus and the Carpenter,Alice in Wonderland,https://www.listchallenges.com/f/items/0fed844c-2592-45ae-9184-a9ab83a739be.jpg
Old Father William,Alice in Wonderland,https://www.listchallenges.com/f/items/e9370564-b0ea-4ab1-a8f5-d29b77feef0c.jpg
All in the Golden Afternoon,Alice in Wonderland,https://www.listchallenges.com/f/items/808e5bea-60f7-4c02-8a84-5e02642c0c4d.jpg
A-E-I-O-U (The Caterpillar Song),Alice in Wonderland,https://www.listchallenges.com/f/items/bc696f03-4700-4be2-9004-654b7c628fdd.jpg
The Unbirthday Song,Alice in Wonderland,https://www.listchallenges.com/f/items/5a9b4192-0f5c-4968-b6c3-1980f817e35c.jpg
Very Good Advice,Alice in Wonderland,https://www.listchallenges.com/f/items/36daf632-69ba-4e00-9be9-5a446a7637a0.jpg
Painting the Roses Red,Alice in Wonderland,https://www.listchallenges.com/f/items/6ace5733-9f6e-46c9-b709-59eb01e0e716.jpg
You Can Fly! You Can Fly! You Can Fly!,Peter Pan,https://www.listchallenges.com/f/items/960040e5-7612-422f-b39d-8430cd1886a3.jpg
A Pirate's Life,Peter Pan,https://www.listchallenges.com/f/items/737ee993-f10e-469d-baf6-79f2c6f8488f.jpg
Following the Leader,Peter Pan,https://www.listchallenges.com/f/items/1bc57b06-f9f8-4810-ac6a-c5ab26f8c18d.jpg
What Made Red Man Red,Peter Pan,https://www.listchallenges.com/f/items/e48b89d1-a329-41fe-b09f-3a45dfad26d3.jpg
Your Mother and Mine,Peter Pan,https://www.listchallenges.com/f/items/68827cbe-b473-44d9-86d6-15a01a440217.jpg
The Elegant Captain Hook,Peter Pan,https://www.listchallenges.com/f/items/1ce49b3d-471f-4b2a-85f2-6e35cf4ca462.jpg
The Siamese Cat Song,Lady and the Tramp,https://www.listchallenges.com/f/items/b550e0ba-a760-4720-a351-432e31bd7ae6.jpg
Bella Notte,Lady and the Tramp,https://www.listchallenges.com/f/items/3cb16d10-0232-472c-84ba-5b47663c26b0.jpg
He's a Tramp,Lady and the Tramp,https://www.listchallenges.com/f/items/c9e6682d-bc5a-4725-9b6d-681511b7e9b8.jpg
Hail to the Princess Aurora,Sleeping Beauty,https://www.listchallenges.com/f/items/048ed87a-fbe2-498d-8742-cf8466ee979d.jpg
One Gift,Sleeping Beauty,https://www.listchallenges.com/f/items/563fc65e-2f6c-46d7-b7c5-8c57e82c791a.jpg
I Wonder,Sleeping Beauty,https://www.listchallenges.com/f/items/26fd0c0a-c611-4413-9b18-7cbfd4db14f4.jpg
Once Upon a Dream,Sleeping Beauty,https://www.listchallenges.com/f/items/b74ea11a-29f7-492e-b6a7-090a5d5ebd9b.jpg
The Skumps Song,Sleeping Beauty,https://www.listchallenges.com/f/items/c8e54930-31b6-4bc6-9593-015395d90f1e.jpg
Cruella De Vil,101 Dalmatians,https://www.listchallenges.com/f/items/53ee3e68-63d9-4a72-8b64-a4dc4385ee6e.jpg
Dalmatian Plantation,101 Dalmatians,https://www.listchallenges.com/f/items/3dbaa522-c7fd-498d-93a7-2d06b0a6ba62.jpg
The Legend of the Sword in the Stone,The Sword in the Stone,https://www.listchallenges.com/f/items/767917b3-8e5a-45e0-b336-1570ce7d0e26.jpg
Higitus Figitus,The Sword in the Stone,https://www.listchallenges.com/f/items/94c9b4da-4954-417a-8acc-7b3e21bab7b6.jpg
That's What Makes the World Go Round,The Sword in the Stone,https://www.listchallenges.com/f/items/1c0b2deb-034a-4bcf-819c-512225f395cb.jpg
A Most Befuddling Thing,The Sword in the Stone,https://www.listchallenges.com/f/items/c9cc98b2-913c-4014-bf70-12597a55c9d2.jpg
Mad Madame Mim,The Sword in the Stone,https://www.listchallenges.com/f/items/c0fda794-b57f-4441-a128-f4ffe3a03b3e.jpg
A Spoonful of Sugar,Mary Popins,https://www.listchallenges.com/f/items/9c04b79f-0c1b-489a-b0ec-b3fa24e17770.jpg
Supercalifragilisticexpialidocious,Mary Popins,https://www.listchallenges.com/f/items/8342ec9f-31f6-4c2b-9f4f-f4772eed3a3f.jpg
Chim-Chim-Cheree,Mary Popins,https://www.listchallenges.com/f/items/de5b38ef-7d4c-4514-a124-7186b639e6b1.jpg 
Colonel Hathi's March (The Elephant Song),The Jungle Book,https://www.listchallenges.com/f/items/14249933-6d38-4401-9ade-6c9b25bd0d5e.jpg
The Bare Necessities,The Jungle Book,https://www.listchallenges.com/f/items/b8198d92-a0ce-4aa1-b563-0c4c29dbb6bf.jpg
I Wanna Be Like You (The Monkey Song),The Jungle Book,https://www.listchallenges.com/f/items/5d875865-fbad-48b7-8a74-d3c96e517d45.jpg
Trust in Me (The Python's Song),The Jungle Book,https://www.listchallenges.com/f/items/69d18cc7-96c7-4ae1-89aa-f108e9c3dde5.jpg
That's What Friends Are for (The Vulture Song),The Jungle Book,https://www.listchallenges.com/f/items/8057e360-a0fd-42e1-8d7c-74dff6e21b41.jpg
My Own Home,The Jungle Book,https://www.listchallenges.com/f/items/22715944-8534-4808-a99c-f3676d791b2a.jpg
The Aristocats,The Aristocats,https://www.listchallenges.com/f/items/54c93760-4d49-480b-9885-f7cedde19ef7.jpg
Scales and Arpeggios,The Aristocats,https://www.listchallenges.com/f/items/602ce4ea-8b19-48e3-ae2d-1cb4f0f9f423.jpg
Thomas O'Malley Cat,The Aristocats,https://www.listchallenges.com/f/items/f89d3380-cb3d-4a24-bb08-84aa6ee9f288.jpg
Ev'rybody Wants to Be a Cat,The Aristocats,https://www.listchallenges.com/f/items/cea5e88d-483d-4273-9fba-4c37ec659879.jpg
She Never Felt Alone,The Aristocats,https://www.listchallenges.com/f/items/54f0960c-8aad-4a8f-8432-addc980ddf43.jpg
Best of Friends,The Fox and the Hound,https://www.listchallenges.com/f/items/6fb8ea81-c1d0-4fba-9a36-a9222bf27d34.jpg
Lack of Education,The Fox and the Hound,https://www.listchallenges.com/f/items/3b106faf-385e-4df2-ae07-4855c66c6fca.jpg
Goodbye May Seem Forever,The Fox and the Hound,https://www.listchallenges.com/f/items/7b4033cf-258e-402d-addf-3d1a2884dc09.jpg
Appreciate the Lady,The Fox and the Hound,https://www.listchallenges.com/f/items/978a8469-2e6d-4386-b03f-7397894f4302.jpg
The World's Greatest Criminal Mind,The Great Mouse Detective,https://www.listchallenges.com/f/items/f208fed7-cdd5-4955-863a-f6c446846df4.jpg
Let Me Be Good to You,The Great Mouse Detective,https://www.listchallenges.com/f/items/5cd49e4e-71e2-4a1e-b9c4-e8dc94618aaa.jpg
Goodbye So Soon,The Great Mouse Detective,https://www.listchallenges.com/f/items/61e3e1c1-f283-43e4-bcc4-5b2732a68261.jpg
Once Upon a Time in New York City,Oliver and Company,https://www.listchallenges.com/f/items/ce5e9774-7dae-4abd-9ca9-fc3592e1e454.jpg
Why Should I Worry?,Oliver and Company,https://www.listchallenges.com/f/items/4be75c2c-bc97-4e35-87da-402fe89563b7.jpg
Streets of Gold,Oliver and Company,https://www.listchallenges.com/f/items/f69b1703-5c99-46b8-80e1-2844f9660dd5.jpg
Perfect Isn't Easy,Oliver and Company,https://www.listchallenges.com/f/items/b3d71f41-34d0-44cf-a02c-4d178a7cb6b3.jpg
Good Company,Oliver and Company,https://www.listchallenges.com/f/items/7391b17f-524a-4e73-8951-b0ca3e3c2303.jpg
Fathoms Below,The Little Mermaid,https://www.listchallenges.com/f/items/685c8da1-8f10-4828-a1e5-10f15e015497.jpg
Daughters of Triton,The Little Mermaid,https://www.listchallenges.com/f/items/d6be2493-12c5-487e-a6b2-504138690b9e.jpg
Part of Your World,The Little Mermaid,https://www.listchallenges.com/f/items/3d822958-56d1-4c6a-837f-d8d418b21cef.jpg
Under the Sea,The Little Mermaid,https://www.listchallenges.com/f/items/e0eb0584-ca9d-47b0-bc4a-82474983b87c.jpg
Poor Unfortunate Souls,The Little Mermaid,https://www.listchallenges.com/f/items/6270aaee-4232-493a-b4b6-91c4c420ca58.jpg
Les Poissons,The Little Mermaid,https://www.listchallenges.com/f/items/44e99335-4a2f-4f30-81fc-d01528e8eb84.jpg
Kiss the Girl,The Little Mermaid,https://www.listchallenges.com/f/items/a15a6dc9-f51c-4812-989c-844ee307097f.jpg
Belle,Beauty and the Beast,https://www.listchallenges.com/f/items/e96a6339-c842-4762-b06a-278f15fb2777.jpg
Be Our Guest,Beauty and the Beast,https://www.listchallenges.com/f/items/7e4b2b15-f1d3-4bee-8559-25976da68129.jpg
Gaston,Beauty and the Beast,https://www.listchallenges.com/f/items/8049e922-9492-4dd0-9e91-3a06c673b66f.jpg
Something There,Beauty and the Beast,https://www.listchallenges.com/f/items/7ecfa90a-30ce-4e84-a0ca-fea285f0ffdc.jpg
Human Again,Beauty and the Beast,https://www.listchallenges.com/f/items/2aae9e7e-eb16-4a73-ba32-ec2a895d3d2d.jpg
Beauty and the Beast,Beauty and the Beast,https://www.listchallenges.com/f/items/872ca514-6ada-4445-8da6-5b382232fa47.jpg
The Mob Song,Beauty and the Beast,https://www.listchallenges.com/f/items/fd120fba-428a-4170-9953-4d44593cf4e3.jpg
Arabian Nights,Aladdin,https://www.listchallenges.com/f/items/871dbeb2-0c69-4d34-a785-0ca90c3b10e6.jpg
One Jump Ahead,Aladdin,https://www.listchallenges.com/f/items/500ee449-8cec-4c7e-b953-460d351d33ba.jpg
Friend Like Me,Aladdin,https://www.listchallenges.com/f/items/5a23e011-a87f-4ac2-974f-8d7db738fe3d.jpg
A Whole New World,Aladdin,https://www.listchallenges.com/f/items/60d6e096-926f-4ea1-93b9-a1206d070d46.jpg
Prince Ali,Aladdin,https://www.listchallenges.com/f/items/c8b28bbe-9946-4537-b625-247a91be331a.jpg
Circle of Life,The Lion King,https://www.listchallenges.com/f/items/bba86f0e-ad90-4f88-a9fc-e620eab8bca3.jpg
I Just Can't Wait to Be King,The Lion King,https://www.listchallenges.com/f/items/296f64ff-edc7-493b-aceb-8bfc202114a6.jpg
Be Prepared,The Lion King,https://www.listchallenges.com/f/items/12eefcc3-38d3-4edd-8008-bb21ad68dc04.jpg
Hakuna Matata,The Lion King,https://www.listchallenges.com/f/items/5ba56818-86d7-44cf-af29-de26b9d0a577.jpg
Can You Feel the Love Tonight,The Lion King,https://www.listchallenges.com/f/items/b53bfaf4-1f9e-48fa-8f0d-02efb1f6d9eb.jpg
After Today,A Goofy Movie,https://www.listchallenges.com/f/items/82068773-e2da-4e6a-8a53-d68de3165478.jpg
Stand Out,A Goofy Movie,https://www.listchallenges.com/f/items/27c60180-a6c9-43ed-8594-c472157ff11e.jpg
Lester's Possum Park,A Goofy Movie,https://www.listchallenges.com/f/items/a45e0619-93e7-4e2a-85b6-3c79f33c5f2a.jpg
On the Open Road,A Goofy Movie,https://www.listchallenges.com/f/items/77c7c76b-9e99-48ed-b25b-571300d855bc.jpg
Nobody Else but You,A Goofy Movie,https://www.listchallenges.com/f/items/f812f3d3-46a7-4c2e-a616-28892f817864.jpg
I 2 I,A Goofy Movie,https://www.listchallenges.com/f/items/93c62340-3775-4d52-b2c6-7447102c49be.jpg
The Virginia Company,Pocahontas,https://www.listchallenges.com/f/items/67b8206c-5542-4e66-8732-ea163117bb60.jpg
Steady as the Beating Drum,Pocahontas,https://www.listchallenges.com/f/items/2fe343ff-8778-4ccd-83c7-07506b3cd4b0.jpg
Just Around the Riverbend,Pocahontas,https://www.listchallenges.com/f/items/7a50969b-7b94-4d46-a851-f06e47cdbf23.jpg
"Mine, Mine, Mine",Pocahontas,https://www.listchallenges.com/f/items/7b323fdd-4aeb-4dab-b304-26f550cebe33.jpg
Colors of the Wind,Pocahontas,https://www.listchallenges.com/f/items/bf80cb56-0dac-4622-b11d-2995cec66f08.jpg
Savages,Pocahontas,https://www.listchallenges.com/f/items/4a43716b-39b0-41c2-9ab0-e364181d2ba5.jpg
You've Got a Friend in Me,Toy Story,https://www.listchallenges.com/f/items/8743f63d-dcb5-451b-a55a-0faa94f276c7.jpg
Strange Things,Toy Story,https://www.listchallenges.com/f/items/de361dde-4bbd-48cd-94de-6a8992409130.jpg
I Will Go Sailing No More,Toy Story,https://www.listchallenges.com/f/items/3c059d41-4f31-4b00-ac5a-db6dca2c050f.jpg
The Bells of Notre Dame,The Hunchback of Notre Dame,https://www.listchallenges.com/f/items/90aa4fcc-b186-4441-a322-30b00294b2ed.jpg
Out There,The Hunchback of Notre Dame,https://www.listchallenges.com/f/items/bda75852-428e-4af1-993b-32ca40d33461.jpg
Topsy Turvy,The Hunchback of Notre Dame,https://www.listchallenges.com/f/items/0fe3212d-a2a5-4976-bc29-fd46efbd6cae.jpg
God Help the Outcasts,The Hunchback of Notre Dame,https://www.listchallenges.com/f/items/a377b033-07da-49de-8e7a-f4b95547245c.jpg
Heaven's Light,The Hunchback of Notre Dame,https://www.listchallenges.com/f/items/c229ca5b-59f8-4dc7-ab0c-23e97e4b6e66.jpg
Hellfire,The Hunchback of Notre Dame,https://www.listchallenges.com/f/items/84d76cb8-5949-40c7-b061-4f3e49e128e7.jpg
A Guy Like You,The Hunchback of Notre Dame,https://www.listchallenges.com/f/items/1fd15a72-6f04-4055-936a-d645f1bb9c07.jpg
The Court of Miracles,The Hunchback of Notre Dame,https://www.listchallenges.com/f/items/62f6aa60-289c-4618-9a69-b1d053fa493e.jpg
The Gospel Truth,Hercules,https://www.listchallenges.com/f/items/b84763f2-d6ad-4e97-8aba-a42fcd7bd54c.jpg
Go the Distance,Hercules,https://www.listchallenges.com/f/items/b27d587f-2494-4d40-9f50-42405fc018f9.jpg
The Gospel Truth II,Hercules,https://www.listchallenges.com/f/items/a4a6cd63-621c-4c04-aec7-8ab9709f327d.jpg
The Gospel Truth III,Hercules,https://www.listchallenges.com/f/items/884881ce-31e2-4bd3-9a5c-b44e679be5e2.jpg
One Last Hope,Hercules,https://www.listchallenges.com/f/items/d997cda7-bee9-4dc9-8555-e6409ea46c45.jpg
Zero to Hero,Hercules,https://www.listchallenges.com/f/items/1bdb3561-6426-4367-92eb-d10b70e3e3ff.jpg
I Won't Say I'm in Love,Hercules,https://www.listchallenges.com/f/items/1d2cdb45-a561-4421-942f-069abf431432.jpg
A Star Is Born,Hercules,https://www.listchallenges.com/f/items/bdaf67a1-3eca-4c58-92a6-04f136862206.jpg
Honor to Us All,Mulan,https://www.listchallenges.com/f/items/7ba23d2b-d5c9-434f-8852-01afac1e5c9a.jpg
Reflection,Mulan,https://www.listchallenges.com/f/items/8fda2d1e-b419-4222-b9c1-a6423d255437.jpg
I'll Make a Man Out of You,Mulan,https://www.listchallenges.com/f/items/64ea3822-adbf-41b2-b1cf-4e9e534bffe1.jpg
A Girl Worth Fighting For,Mulan,https://www.listchallenges.com/f/items/6930cbd6-b001-4a34-b2ba-0277aba2fd1f.jpg
True to Your Heart,Mulan,https://www.listchallenges.com/f/items/6db6522a-51e5-4cb6-9233-32d7eb9884f4.jpg
Two Worlds,Tarzan,https://www.listchallenges.com/f/items/4955b120-2f19-4dc8-9c4a-358784bd1be1.jpg
You'll Be in My Heart,Tarzan,https://www.listchallenges.com/f/items/49b7b0a8-b38a-4461-9d86-8c2754536adc.jpg
Son of Man,Tarzan,https://www.listchallenges.com/f/items/6e1c5168-5fdb-4752-a14d-4226a1683801.jpg
Trashin' the Camp,Tarzan,https://www.listchallenges.com/f/items/d228a57b-d431-442b-bfde-976f7ac5b236.jpg
Strangers Like Me,Tarzan,https://www.listchallenges.com/f/items/8c99be7a-45cc-4837-b4bc-a32fdb423dab.jpg
He Mele No Lilo,Lilo and Stich,https://www.listchallenges.com/f/items/5f590374-c297-4a49-8884-94cf2ac08f79.jpg
Hawaiian Roller Coaster Ride,Lilo and Stich,https://www.listchallenges.com/f/items/def480ea-c1dd-4cf8-8cec-d0d45170bb99.jpg
Aloha Oe,Lilo and Stich,https://www.listchallenges.com/f/items/f1908bf3-4f4d-43d4-85fa-92d962052cca.jpg
Down in New Orleans,The Princess and the Frog,https://www.listchallenges.com/f/items/d4c2f22f-834c-46ce-b0b1-8263dbec8327.jpg
Almost There,The Princess and the Frog,https://www.listchallenges.com/f/items/c7afd85e-83a5-491f-9973-dec478a350f2.jpg
Friends on the Other Side,The Princess and the Frog,https://www.listchallenges.com/f/items/eccf95fe-0482-4268-8616-8a13f41d6334.jpg
When We're Human,The Princess and the Frog,https://www.listchallenges.com/f/items/5ee538da-b3c1-4024-9364-c8c364140471.jpg
Gonna Take You There,The Princess and the Frog,https://www.listchallenges.com/f/items/f159ae0b-c02e-45de-bf1d-574760ff513c.jpg
Ma Belle Evangeline,The Princess and the Frog,https://www.listchallenges.com/f/items/82d60635-e594-4788-ac4f-2c000add5d17.jpg
Dig a Little Deeper,The Princess and the Frog,https://www.listchallenges.com/f/items/0ab88767-5be4-4ba9-8984-c84891415e44.jpg
When Will My Life Begin,Tangled,https://www.listchallenges.com/f/items/b029cbf2-100d-484e-8c64-c4b66da80426.jpg
Mother Knows Best,Tangled,https://www.listchallenges.com/f/items/4e7f6db4-b5e0-4272-9928-70da03292671.jpg
I've Got a Dream,Tangled,https://www.listchallenges.com/f/items/1313fdc3-1767-4612-945c-d3afada724f0.jpg
Incantation Song,Tangled,https://www.listchallenges.com/f/items/2373ea32-04d1-4844-821d-542dd96971d1.jpg
I See the Light,Tangled,https://www.listchallenges.com/f/items/fd21e464-17d9-4864-afd0-d9af8cf4be4f.jpg
Touch the Sky,Brave,https://www.listchallenges.com/f/items/ee8a19d6-402c-448b-9022-38e8591c6933.jpg
Noble Maiden Fair,Brave,https://www.listchallenges.com/f/items/fe26145a-6c31-450c-b742-cb4e5e7aaa79.jpg
Into the Open Air,Brave,https://www.listchallenges.com/f/items/67671085-1f3f-486a-a55f-95d39300e5e4.jpg
Song of Mor Du,Brave,https://www.listchallenges.com/f/items/f42e4a2c-3c4c-4836-afdd-50647560c568.jpg
Learn Me Right,Brave,https://www.listchallenges.com/f/items/f55ed889-1e64-45ac-b8d3-41dd19a69b7c.jpg
Bug Hunt,Wreck it Wralph,https://www.listchallenges.com/f/items/a60bb42a-703f-42c0-9a52-ced650416b0a.jpg
Sugar Rush,Wreck it Wralph,https://www.listchallenges.com/f/items/59831052-b6f3-47d0-9bb6-05a368b6a264.jpg
Shut Up and Drive,Wreck it Wralph,https://www.listchallenges.com/f/items/25b50815-6526-47dd-a3fa-31c7973cd1b2.jpg
When Can I See You Again?,Wreck it Wralph,https://www.listchallenges.com/f/items/523a65dd-d93c-4698-9b60-28e1139a44c8.jpg
Frozen Heart,Frozen,https://www.listchallenges.com/f/items/673dbbfb-59e7-48b2-b91b-1c135fcd7c4e.jpg
Do You Want to Build a Snowman?,Frozen,https://www.listchallenges.com/f/items/7bc2c89e-62a5-45aa-ae93-7ccb4271b26a.jpg
For the First Time in Forever,Frozen,https://www.listchallenges.com/f/items/82cbca22-1674-49d5-87a6-56c57a972a41.jpg
Love Is an Open Door,Frozen,https://www.listchallenges.com/f/items/1d077505-b157-4f2e-8f16-e003028abc1f.jpg
Let It Go,Frozen,https://www.listchallenges.com/f/items/7d53c8f7-6e02-4dd1-87ee-44d0f06444f5.jpg
Reindeer(S) Are Better Than People,Frozen,https://www.listchallenges.com/f/items/1754dc9a-c3fb-4c86-b276-9b1d9da33643.jpg
In Summer,Frozen,https://www.listchallenges.com/f/items/058e2f2b-da72-4d1f-96cd-3c471b617b94.jpg
Fixer Upper,Frozen,https://www.listchallenges.com/f/items/cead3638-8ffb-43ae-9bb9-47fabe2d6f9a.jpg
Tulou Tagaloa,Moana,https://www.listchallenges.com/f/items/228430c9-9c75-4e9e-9b87-722d74f752b1.jpg
An Innocent Warrior,Moana,https://www.listchallenges.com/f/items/68ee5666-9240-4fb7-b765-97523536b1e6.jpg
Where You Are,Moana,https://www.listchallenges.com/f/items/84777f1e-c7f4-4bef-8b43-a3f87b9375e2.jpg
How Far I'll Go,Moana,https://www.listchallenges.com/f/items/d5b0fb18-9fbb-491d-bda1-7a20ac0748ab.jpg
We Know the Way,Moana,https://www.listchallenges.com/f/items/a6174809-7a23-4f55-9dbb-f68fbd55f1c9.jpg
You're Welcome,Moana,https://www.listchallenges.com/f/items/eda07b0a-5203-40fe-b51c-137d75a5c398.jpg
Shiny,Moana,https://www.listchallenges.com/f/items/e99e9e3c-27cc-4931-a531-3ae30dc7f528.jpg
Logo Te Pate,Moana,https://www.listchallenges.com/f/items/4eb48b4b-3b16-4716-a5e8-2bafd3576eb7.jpg
I Am Moana,Moana,https://www.listchallenges.com/f/items/f4d2224a-3a4e-49fd-a82c-1ff1239910fe.jpg
Know Who You Are,Moana,https://www.listchallenges.com/f/items/b8d953c4-7839-4a67-b36b-cfe8169327fd.jpg
Remember Me,Coco,https://www.listchallenges.com/f/items/63d5c4ab-4bc3-46e7-be1b-eda0e90f62de.jpg
Everyone Knows Juanita,Coco,https://www.listchallenges.com/f/items/1b6c8b8d-2421-479d-b8e0-944addbfdeb0.jpg
Remember Me (2),Coco,https://www.listchallenges.com/f/items/3fdfa345-59df-4efb-8cab-f46dde6a57c0.jpg
Un Poco Loco,Coco,https://www.listchallenges.com/f/items/066e8066-ff86-446c-9116-5c551fc17e24.jpg
The World Es Mi Familia,Coco,https://www.listchallenges.com/f/items/dcf2a692-1c0d-4c54-8b1c-002d53cf0ea7.jpg
La Llorona,Coco,https://www.listchallenges.com/f/items/56d87f78-a107-4579-9a1f-a0a19b1e54c7.jpg
Remember Me (3),Coco,https://www.listchallenges.com/f/items/5b8a6719-26ce-4446-93ab-facfc2ca92f8.jpg
Proud Corazón,Coco,https://www.listchallenges.com/f/items/74c2da17-10e6-4126-b30e-f60a0d6c9646.jpg
All Is Found,Frozen II,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Frozen_2_soundtrack.png/220px-Frozen_2_soundtrack.png
Into the Unknown,Frozen II,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Frozen_2_soundtrack.png/220px-Frozen_2_soundtrack.png
Lost in the Woods,Frozen II,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Frozen_2_soundtrack.png/220px-Frozen_2_soundtrack.png
Show Yourself,Frozen II,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Frozen_2_soundtrack.png/220px-Frozen_2_soundtrack.png
The Next Right Thing,Frozen II,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Frozen_2_soundtrack.png/220px-Frozen_2_soundtrack.png
The Family Madrigal,Encanto ,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Encanto_%28Original_Motion_Picture_Soundtrack%29.png/220px-Encanto_%28Original_Motion_Picture_Soundtrack%29.png
We Don't Talk About Bruno,Encanto ,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Encanto_%28Original_Motion_Picture_Soundtrack%29.png/220px-Encanto_%28Original_Motion_Picture_Soundtrack%29.png
